comment,mbti_type
learning school change way curiosity work childhood human natural tendency target curiosity towards environment school human curiosity directed towards book teacher learning material etc figure rewires human brain human le inclined target curiosity towards physical surroundings school,INFJ
want grow beard,INFJ
take picture show u simple request,INFJ
wonder whether would like someone else met,INFJ
im going get high possible tonight sit wood ive flirting idea lot lately something pulling time feel conditioning slip im high make sense im particular subforum feel like belongs protector p pray safe journey return love thank,INFJ
know day reading revelation got wondering jesus came earth knew sacrifice would knew event would take place knew would betrayed thought predetermined juda one betray jesus mean didnt jesus wouldnt died sin would still unpaid someone betray jesus juda seems like fate already decided idk wondering,INFJ
turn light bright leave dark conundrum,INFJ
ever watched,INFJ
always say want grow outbut get itchy cant take anymore shocked hopefully time exception,INFJ
,INFJ
well random thought sort also one topic brought basically rock musical hence superstar title andrew lloyd weber juda jesus passion got two movie version one another aware opinion religious people sort divided group offended either case find interesting depiction great music first song,INFJ
think head exploded reason better get duct tape,INFJ
reptilian humanoid exist,INFJ
perhaps shade gray yin yang dont see dont seek said thing black white anyways,INFJ
want dark gray british shorthair cat much love dog havent energy take care one think breed cat would pair rather well,INFJ
make sure blue one cute himalayan cat stare wall day love though pretty sure kind cat calm lazy demeanor mine,INFJ
sleeping late fun ever tire chocolate stash full joyous,INFJ
facepalmfacepalmheaddeskheadbrickwall dont know like honestly idea curse infj getting never supposed urgh feel sick ask please gentle lot fragile may think,INFJ
know sound daft love community icon top page give nice little wave,INFJ
lol funny said everytime enter site look icon smile say hi lol,INFJ
wonder today would good day start random bagel making process found let dough sit fridge day boil water bake,INFJ
hah hate word moist shudder,INFJ
ive noticed thing look better look upside like handwriting maybe maybe isnt,INFJ
make wanna lala,INFJ
one day stop invisible like wow time like right front timeyou silly laugh lol started laughing already tongue,INFJ
interpretive dance,INFJ
cute itd funny made one giving finger mod suggestion,INFJ
wonder beck right,INFJ
well time chimpanzee monkey quite spray painting vegetable beefcake pantyhose never fully understood,INFJ
love rain,INFJ
bah yuke,INFJ
actually really like rain inside smell freshly rainedon grass tiptop sound slightly grey look world atmosphere quite lovely sensibility greatest still sunshine angle rain best also thanks teaching new word never heard yuke,INFJ
cyriak goddamn genius straight genius,INFJ
tonight want sit outside look night sky let mind drift,INFJ
read study concluded regular coffee drinker live longer non coffee drinker therefore eternal bow u puny mortal,INFJ
hahah actually heard pretty awesome charmander btw b,INFJ
thats awesome inconsequential vastness infinity looking clear night sky profound seeing thing existence within mere blink eye sense deep time thing treasure people love accomplishment thing gave life meaning swept away blown become part stellar dust also stellar dust gave u life atom body born inside heart star billion year ago almost mathematical impossible chance create feel sense spirituality one make sense feel reassured one day atom return star become part cosmos bad tonight cloudy star tongue,INFJ
ah sorry hear couldnt see anything youre thats thinkingmost especiallythis idea look night sky looking distant past concept like turning mind sometimes idea able look see star sky fact existed year something awe inspiring tiny little thingsdrifting vast ocean time okay best metaphor hay im tired,INFJ
